+8.3146961230254535E-001 -6.5452187201743832E-022 +1.2223951264668711E-003 -1.1004905112393351E-003 -1.3702392875965280E-004 +2.2645443919976927E-005 +1.9074886664905127E-006
+8.5772861000027212E-001 +1.1548645277006515E-023 +1.5360977837753339E-003 -1.3071215705725747E-003 -2.2157022189371500E-004 -4.5663889327439110E-006 +1.6953395291362684E-006
+8.8192126434835483E-001 -3.3549375023671781E-022 +1.9607663014647066E-003 -1.5562068200255818E-003 -3.6542173437674940E-004 -3.1161240156872940E-005 -5.6343212741255966E-006
+9.0398929312344323E-001 +5.6129713887376218E-022 +2.5253667944970079E-003 -1.8482739613059681E-003 -5.8085534601620139E-004 -6.2741021965232938E-005 -3.9674140726018905E-005
+9.2387953251128663E-001 -3.9104626611513547E-022 +3.1944798074492469E-003 -2.1442061407000584E-003 -7.5923026729456415E-004 -7.3527435648384991E-005 -2.1256008142198904E-004
+9.4154406518302070E-001 -6.1629529312831358E-022 +3.7279878291420787E-003 -2.3340373579920125E-003 -6.0079224815934524E-004 -4.5413251076706552E-005 -7.4770253548971620E-004
+9.5694033573220905E-001 +7.4882652146814225E-022 +3.5389431537979190E-003 -2.3391392310471871E-003 +2.9414743842232744E-004 +3.0792401931297597E-005 -1.5237598902804108E-003
+9.7003125319454409E-001 -2.9756298458524211E-022 +2.2737811999754142E-003 -2.4262525542385598E-003 +1.1381954014923429E-003 +1.4670245281879306E-004 -1.1294123996182168E-003
+9.8078528040323043E-001 +7.6830359069992414E-022 +8.4284562480351128E-004 -2.8000285731554914E-003 +8.0011633442378654E-004 +2.3711551961327708E-004 +9.2151503132787424E-004
+9.8917650996478079E-001 -2.6879963362926498E-022 +1.6509146504551774E-004 -3.0797090856326745E-003 +1.9066571521850049E-004 +2.7461121615644947E-004 +2.4489822267447603E-003
+9.9518472667219682E-001 -3.0221286442956244E-023 +1.4173174720934992E-005 -3.2868961853981804E-003 +2.1924520077898000E-005 +1.9047082630527343E-004 +3.0639044189440948E-003
+9.9879545620517252E-001 -6.8149729184001189E-027 +2.1256214853973231E-007 -3.5326849866918544E-003 -3.5100403478659965E-006 +6.7427677598989156E-005 +3.4540850069455461E-003
+1.0000000000000000E+000 -1.9276910777484757E-039 -1.4978697444512588E-035 -3.6607989811965301E-003 +7.2331829434889888E-006 -6.1590807842831993E-006 +3.4848654298020466E-003
